question_kr,age_kr,gender,pct_sd,pct_d,pct_n,pct_a,pct_sa,keyword_kr
"모든 사람들이 동등한 대우를 받는지 따져보는 것은 중요하다.",60대,남성,1.2000,6.7900,7.9200,47.9400,36.1500,"공감 헤모글로빈"
"모든 사람들이 동등한 대우를 받는지 따져보는 것은 중요하다.",70대 이상,남성,1.6600,4.2100,9.7100,59.4000,25.0100,"공감 헤모글로빈"
"모든 사람들이 동등한 대우를 받는지 따져보는 것은 중요하다.",20대,여성,2.2100,5.8700,28.8000,50.9400,12.1800,"공감 헤모글로빈"
"모든 사람들이 동등한 대우를 받는지 따져보는 것은 중요하다.",30대,여성,0.9000,7.3000,32.5300,44.0500,15.2300,"공감 헤모글로빈"
"모든 사람들이 동등한 대우를 받는지 따져보는 것은 중요하다.",40대,여성,1.1700,4.2500,28.6500,55.4900,10.4500,"공감 헤모글로빈"
"모든 사람들이 동등한 대우를 받는지 따져보는 것은 중요하다.",50대,여성,0.0000,6.0800,18.1200,60.0600,15.7400,"공감 헤모글로빈"
"모든 사람들이 동등한 대우를 받는지 따져보는 것은 중요하다.",60대,여성,0.3500,6.4800,11.7000,49.0900,32.3800,"공감 헤모글로빈"
"모든 사람들이 동등한 대우를 받는지 따져보는 것은 중요하다.",70대 이상,여성,0.0000,5.8200,14.3800,55.1200,24.6900,"공감 헤모글로빈"
"동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하고자 하는 사람들의 도덕적 우월감에 불편함을 느낀다.",20대,남성,9.0700,21.4300,34.3000,18.6500,16.5500,"우열 수용체"
"동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하고자 하는 사람들의 도덕적 우월감에 불편함을 느낀다.",30대,남성,6.6700,22.5900,33.3300,23.3800,14.0200,"우열 수용체"
"동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하고자 하는 사람들의 도덕적 우월감에 불편함을 느낀다.",40대,남성,2.5600,24.4400,39.6400,22.9400,10.4100,"우열 수용체"
"동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하고자 하는 사람들의 도덕적 우월감에 불편함을 느낀다.",50대,남성,4.3600,20.7000,39.4200,27.7800,7.7500,"우열 수용체"
"동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하고자 하는 사람들의 도덕적 우월감에 불편함을 느낀다.",60대,남성,4.2000,28.3600,28.8100,27.6800,10.9400,"우열 수용체"
"동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하고자 하는 사람들의 도덕적 우월감에 불편함을 느낀다.",70대 이상,남성,3.7800,25.4800,29.3500,33.9000,7.4900,"우열 수용체"
"동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하고자 하는 사람들의 도덕적 우월감에 불편함을 느낀다.",20대,여성,20.5800,30.9300,30.4400,14.9000,3.1600,"우열 수용체"
"동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하고자 하는 사람들의 도덕적 우월감에 불편함을 느낀다.",30대,여성,9.1100,33.9200,33.3800,17.3000,6.3000,"우열 수용체"
"동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하고자 하는 사람들의 도덕적 우월감에 불편함을 느낀다.",40대,여성,4.2300,30.1400,36.6900,24.3000,4.6400,"우열 수용체"
"동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하고자 하는 사람들의 도덕적 우월감에 불편함을 느낀다.",50대,여성,5.3900,31.7400,36.9900,21.8600,4.0200,"우열 수용체"
"동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하고자 하는 사람들의 도덕적 우월감에 불편함을 느낀다.",60대,여성,5.5300,27.1200,28.6400,30.5900,8.1200,"우열 수용체"
"동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하고자 하는 사람들의 도덕적 우월감에 불편함을 느낀다.",70대 이상,여성,1.4400,18.5800,36.6000,29.9500,13.4300,"우열 수용체"
"남녀 임금 격차에는 타당한 이유가 있다.",20대,남성,9.0900,12.4500,24.8100,31.2400,22.4100,"우열 수용체"
"남녀 임금 격차에는 타당한 이유가 있다.",30대,남성,8.1300,7.9400,28.5400,33.8600,21.5200,"우열 수용체"
"남녀 임금 격차에는 타당한 이유가 있다.",40대,남성,1.4900,13.6900,32.8900,35.2000,16.7300,"우열 수용체"
"남녀 임금 격차에는 타당한 이유가 있다.",50대,남성,4.3800,22.2700,36.6400,28.9700,7.7400,"우열 수용체"
"남녀 임금 격차에는 타당한 이유가 있다.",60대,남성,5.8500,24.1800,20.7800,42.9500,6.2500,"우열 수용체"
"남녀 임금 격차에는 타당한 이유가 있다.",70대 이상,남성,2.5700,19.5900,18.0400,50.2200,9.5900,"우열 수용체"
"남녀 임금 격차에는 타당한 이유가 있다.",20대,여성,33.6700,25.0300,27.3400,10.8000,3.1600,"우열 수용체"
"남녀 임금 격차에는 타당한 이유가 있다.",30대,여성,18.0200,28.9100,26.7000,22.6900,3.6800,"우열 수용체"
"남녀 임금 격차에는 타당한 이유가 있다.",40대,여성,15.4900,35.8100,30.4400,16.3300,1.9400,"우열 수용체"
"남녀 임금 격차에는 타당한 이유가 있다.",50대,여성,12.3800,35.9700,30.1700,19.8000,1.6800,"우열 수용체"
"남녀 임금 격차에는 타당한 이유가 있다.",60대,여성,8.0800,28.0800,20.3400,38.8300,4.6700,"우열 수용체"
"남녀 임금 격차에는 타당한 이유가 있다.",70대 이상,여성,2.9300,24.0900,26.5500,41.7700,4.6600,"우열 수용체"
"나는 가끔 좋고 멋진 것들(beautiful things)을 파괴하고 싶은 충동을 느낀다.",20대,남성,46.3000,25.5800,14.8800,8.6600,4.5800,"구조 백혈구"
"나는 가끔 좋고 멋진 것들(beautiful things)을 파괴하고 싶은 충동을 느낀다.",30대,남성,44.7600,25.4200,15.4900,13.0200,1.3000,"구조 백혈구"
"나는 가끔 좋고 멋진 것들(beautiful things)을 파괴하고 싶은 충동을 느낀다.",40대,남성,43.2700,29.2500,17.4500,8.1500,1.8700,"구조 백혈구"
"나는 가끔 좋고 멋진 것들(beautiful things)을 파괴하고 싶은 충동을 느낀다.",50대,남성,48.7700,33.5600,11.3500,4.3200,2.0000,"구조 백혈구"
"나는 가끔 좋고 멋진 것들(beautiful things)을 파괴하고 싶은 충동을 느낀다.",60대,남성,49.3900,40.9000,5.2900,4.4300,0.0000,"구조 백혈구"
"나는 가끔 좋고 멋진 것들(beautiful things)을 파괴하고 싶은 충동을 느낀다.",70대 이상,남성,41.6100,44.8400,6.1800,5.7600,1.6000,"구조 백혈구"
"나는 가끔 좋고 멋진 것들(beautiful things)을 파괴하고 싶은 충동을 느낀다.",20대,여성,56.0500,22.9000,12.5100,7.2200,1.3300,"구조 백혈구"
"나는 가끔 좋고 멋진 것들(beautiful things)을 파괴하고 싶은 충동을 느낀다.",30대,여성,54.2800,24.4100,12.1800,7.3300,1.7900,"구조 백혈구"
"나는 가끔 좋고 멋진 것들(beautiful things)을 파괴하고 싶은 충동을 느낀다.",40대,여성,54.0700,33.8900,7.4200,3.4600,1.1600,"구조 백혈구"
"나는 가끔 좋고 멋진 것들(beautiful things)을 파괴하고 싶은 충동을 느낀다.",50대,여성,57.4700,25.4300,10.7900,4.9600,1.3500,"구조 백혈구"
"나는 가끔 좋고 멋진 것들(beautiful things)을 파괴하고 싶은 충동을 느낀다.",60대,여성,54.2800,37.1200,5.2900,2.9800,0.3300,"구조 백혈구"
"나는 가끔 좋고 멋진 것들(beautiful things)을 파괴하고 싶은 충동을 느낀다.",70대 이상,여성,33.9200,49.4400,11.6700,4.9600,0.0000,"구조 백혈구"
"어머니가 일을 하면, 아이들이 어려움을 겪는다.",20대,남성,18.9300,29.9000,25.6200,18.9500,6.5900,"정체성 단백"
"어머니가 일을 하면, 아이들이 어려움을 겪는다.",30대,남성,12.2500,31.1100,28.2400,23.3100,5.1000,"정체성 단백"
"어머니가 일을 하면, 아이들이 어려움을 겪는다.",40대,남성,6.3200,24.6600,37.4500,26.7000,4.8600,"정체성 단백"
"어머니가 일을 하면, 아이들이 어려움을 겪는다.",50대,남성,5.3100,22.7100,34.8800,32.0300,5.0700,"정체성 단백"
"어머니가 일을 하면, 아이들이 어려움을 겪는다.",60대,남성,2.9300,18.5200,21.1000,46.9300,10.5200,"정체성 단백"
"어머니가 일을 하면, 아이들이 어려움을 겪는다.",70대 이상,남성,1.6200,17.4700,15.7300,50.2500,14.9300,"정체성 단백"
"어머니가 일을 하면, 아이들이 어려움을 겪는다.",20대,여성,32.2800,30.5600,21.4900,13.0100,2.6600,"정체성 단백"
"어머니가 일을 하면, 아이들이 어려움을 겪는다.",30대,여성,19.3800,33.7400,24.9400,19.2300,2.7100,"정체성 단백"
"어머니가 일을 하면, 아이들이 어려움을 겪는다.",40대,여성,8.0900,26.6700,34.8200,26.9100,3.5000,"정체성 단백"
"어머니가 일을 하면, 아이들이 어려움을 겪는다.",50대,여성,6.4200,30.1400,30.2700,28.7900,4.3800,"정체성 단백"
"어머니가 일을 하면, 아이들이 어려움을 겪는다.",60대,여성,1.0800,16.3200,17.8800,50.9700,13.7400,"정체성 단백"
"어머니가 일을 하면, 아이들이 어려움을 겪는다.",70대 이상,여성,1.6100,19.7800,21.5600,42.2900,14.7500,"정체성 단백"
"약자를 보호하고, 내가 모르는 사람들까지도 공정하게 대우하는 것이 중요하다.",20대,남성,2.4800,7.8500,38.9400,35.8400,14.8900,"공감 헤모글로빈"
"약자를 보호하고, 내가 모르는 사람들까지도 공정하게 대우하는 것이 중요하다.",30대,남성,3.8600,7.2800,33.7700,43.5900,11.5000,"공감 헤모글로빈"
"약자를 보호하고, 내가 모르는 사람들까지도 공정하게 대우하는 것이 중요하다.",40대,남성,1.1200,6.2700,29.6000,46.2800,16.7300,"공감 헤모글로빈"
"약자를 보호하고, 내가 모르는 사람들까지도 공정하게 대우하는 것이 중요하다.",50대,남성,0.3300,3.0400,23.0100,57.2400,16.3900,"공감 헤모글로빈"
"약자를 보호하고, 내가 모르는 사람들까지도 공정하게 대우하는 것이 중요하다.",60대,남성,0.9800,1.8300,7.1200,51.5200,38.5600,"공감 헤모글로빈"
"약자를 보호하고, 내가 모르는 사람들까지도 공정하게 대우하는 것이 중요하다.",70대 이상,남성,0.4400,1.7200,6.3100,58.6000,32.9300,"공감 헤모글로빈"
"약자를 보호하고, 내가 모르는 사람들까지도 공정하게 대우하는 것이 중요하다.",20대,여성,2.2500,4.8600,26.4300,50.3100,16.1400,"공감 헤모글로빈"
"약자를 보호하고, 내가 모르는 사람들까지도 공정하게 대우하는 것이 중요하다.",30대,여성,0.9200,4.5100,32.7500,46.9600,14.8600,"공감 헤모글로빈"
"약자를 보호하고, 내가 모르는 사람들까지도 공정하게 대우하는 것이 중요하다.",40대,여성,0.3800,6.1500,29.4000,50.9400,13.1400,"공감 헤모글로빈"
"약자를 보호하고, 내가 모르는 사람들까지도 공정하게 대우하는 것이 중요하다.",50대,여성,0.3300,4.6800,21.1500,57.7400,16.0900,"공감 헤모글로빈"
"약자를 보호하고, 내가 모르는 사람들까지도 공정하게 대우하는 것이 중요하다.",60대,여성,0.0000,3.9900,12.6600,52.0500,31.3000,"공감 헤모글로빈"
"약자를 보호하고, 내가 모르는 사람들까지도 공정하게 대우하는 것이 중요하다.",70대 이상,여성,0.0000,2.9300,11.1600,61.8900,24.0200,"공감 헤모글로빈"
"우리나라는 동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하려는 노력이 과하다.",20대,남성,8.7300,18.9100,38.0500,18.5800,15.7200,"우열 수용체"
"우리나라는 동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하려는 노력이 과하다.",30대,남성,7.1500,20.0300,33.7000,24.3100,14.8200,"우열 수용체"
"우리나라는 동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하려는 노력이 과하다.",40대,남성,3.7000,27.0300,41.7700,19.3000,8.2000,"우열 수용체"
"우리나라는 동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하려는 노력이 과하다.",50대,남성,9.0100,28.7300,35.2800,20.2900,6.6900,"우열 수용체"
"우리나라는 동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하려는 노력이 과하다.",60대,남성,6.0600,27.7300,37.2600,18.4900,10.4600,"우열 수용체"
"우리나라는 동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하려는 노력이 과하다.",70대 이상,남성,1.7100,26.5200,41.0600,23.7200,6.9800,"우열 수용체"
"우리나라는 동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하려는 노력이 과하다.",20대,여성,20.1900,35.4400,29.0400,9.9400,5.4000,"우열 수용체"
"우리나라는 동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하려는 노력이 과하다.",30대,여성,7.1900,37.1400,32.0500,17.2700,6.3500,"우열 수용체"
"우리나라는 동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하려는 노력이 과하다.",40대,여성,6.1800,37.8600,31.3400,18.8300,5.7800,"우열 수용체"
"우리나라는 동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하려는 노력이 과하다.",50대,여성,7.0300,27.5600,40.5700,19.4400,5.3900,"우열 수용체"
"우리나라는 동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하려는 노력이 과하다.",60대,여성,5.7200,22.9600,35.0500,28.1200,8.1400,"우열 수용체"
"우리나라는 동성애자나 외국인노동자, 장애인 등 사회적 약자와 소수자를 보호하려는 노력이 과하다.",70대 이상,여성,2.7600,20.2900,38.1900,26.2700,12.4900,"우열 수용체"
"부는 개인의 노력보다 운에 의해 결정된다.",20대,남성,9.1500,23.1600,37.6000,20.1900,9.9000,"구조 백혈구"
"부는 개인의 노력보다 운에 의해 결정된다.",30대,남성,5.5500,24.2000,37.0500,23.8400,9.3600,"구조 백혈구"
"부는 개인의 노력보다 운에 의해 결정된다.",40대,남성,3.6800,29.3300,40.2400,20.8200,5.9400,"구조 백혈구"
"부는 개인의 노력보다 운에 의해 결정된다.",50대,남성,6.3600,34.2200,32.0100,24.1100,3.3100,"구조 백혈구"
"부는 개인의 노력보다 운에 의해 결정된다.",60대,남성,16.9100,52.4800,15.9600,11.7900,2.8600,"구조 백혈구"
"부는 개인의 노력보다 운에 의해 결정된다.",70대 이상,남성,12.0500,54.1400,12.0700,16.8400,4.9100,"구조 백혈구"
"부는 개인의 노력보다 운에 의해 결정된다.",20대,여성,7.2400,18.3600,38.4700,26.9800,8.9600,"구조 백혈구"
"부는 개인의 노력보다 운에 의해 결정된다.",30대,여성,3.6800,23.5800,37.6100,28.8100,6.3200,"구조 백혈구"
"부는 개인의 노력보다 운에 의해 결정된다.",40대,여성,6.1100,26.2700,40.1100,22.5300,4.9800,"구조 백혈구"
"부는 개인의 노력보다 운에 의해 결정된다.",50대,여성,6.7000,29.8700,35.9000,23.4700,4.0500,"구조 백혈구"
"부는 개인의 노력보다 운에 의해 결정된다.",60대,여성,9.6300,45.8500,23.9200,17.3900,3.2100,"구조 백혈구"
"부는 개인의 노력보다 운에 의해 결정된다.",70대 이상,여성,6.1200,46.1000,28.7900,16.4000,2.5900,"구조 백혈구"
"기후위기 극복을 위해 지금보다 강한 규제를 시행해야 한다.",20대,남성,3.7400,14.8600,36.0400,30.2000,15.1600,"공감 헤모글로빈"
"기후위기 극복을 위해 지금보다 강한 규제를 시행해야 한다.",30대,남성,4.2900,9.4300,38.7200,36.0500,11.5200,"공감 헤모글로빈"
"기후위기 극복을 위해 지금보다 강한 규제를 시행해야 한다.",40대,남성,1.8600,9.2500,33.5700,44.5200,10.7900,"공감 헤모글로빈"
"기후위기 극복을 위해 지금보다 강한 규제를 시행해야 한다.",50대,남성,1.3300,3.9900,32.9300,43.3700,18.3800,"공감 헤모글로빈"
"기후위기 극복을 위해 지금보다 강한 규제를 시행해야 한다.",60대,남성,0.6200,7.0300,13.3100,48.5400,30.5000,"공감 헤모글로빈"
"기후위기 극복을 위해 지금보다 강한 규제를 시행해야 한다.",70대 이상,남성,0.3900,3.7400,16.2300,56.2500,23.3900,"공감 헤모글로빈"
"기후위기 극복을 위해 지금보다 강한 규제를 시행해야 한다.",20대,여성,1.7900,6.2000,29.1600,41.2800,21.5800,"공감 헤모글로빈"
"기후위기 극복을 위해 지금보다 강한 규제를 시행해야 한다.",30대,여성,1.3500,4.5300,36.8000,35.2000,22.1200,"공감 헤모글로빈"
"기후위기 극복을 위해 지금보다 강한 규제를 시행해야 한다.",40대,여성,0.7900,3.0700,27.7100,50.0200,18.4200,"공감 헤모글로빈"
"기후위기 극복을 위해 지금보다 강한 규제를 시행해야 한다.",50대,여성,0.0000,2.6800,23.1400,56.7100,17.4700,"공감 헤모글로빈"
"기후위기 극복을 위해 지금보다 강한 규제를 시행해야 한다.",60대,여성,0.0000,5.0300,15.1900,52.8600,26.9200,"공감 헤모글로빈"
"기후위기 극복을 위해 지금보다 강한 규제를 시행해야 한다.",70대 이상,여성,0.0000,1.7000,23.9900,53.1900,21.1200,"공감 헤모글로빈"
"명절 연휴에 제사를 안 지내고 해외여행을 가는 것은 비난받을 일이 아니다.",20대,남성,7.4800,8.6800,25.1100,33.1500,25.5800,"정체성 단백"
"명절 연휴에 제사를 안 지내고 해외여행을 가는 것은 비난받을 일이 아니다.",30대,남성,6.3000,8.1600,20.8500,40.5500,24.1500,"정체성 단백"
"명절 연휴에 제사를 안 지내고 해외여행을 가는 것은 비난받을 일이 아니다.",40대,남성,4.0800,11.4500,29.0200,42.8400,12.6100,"정체성 단백"
"명절 연휴에 제사를 안 지내고 해외여행을 가는 것은 비난받을 일이 아니다.",50대,남성,3.9800,14.0500,28.7000,42.6100,10.6600,"정체성 단백"
"명절 연휴에 제사를 안 지내고 해외여행을 가는 것은 비난받을 일이 아니다.",60대,남성,8.2900,26.2200,26.0600,33.3800,6.0500,"정체성 단백"
"명절 연휴에 제사를 안 지내고 해외여행을 가는 것은 비난받을 일이 아니다.",70대 이상,남성,11.1500,38.1900,19.0300,26.5500,5.0700,"정체성 단백"
"명절 연휴에 제사를 안 지내고 해외여행을 가는 것은 비난받을 일이 아니다.",20대,여성,6.3500,4.4600,15.7100,38.9900,34.5000,"정체성 단백"
"명절 연휴에 제사를 안 지내고 해외여행을 가는 것은 비난받을 일이 아니다.",30대,여성,8.1900,5.3700,15.9600,37.8600,32.6100,"정체성 단백"
"명절 연휴에 제사를 안 지내고 해외여행을 가는 것은 비난받을 일이 아니다.",40대,여성,4.9700,8.0400,15.9500,49.0300,22.0100,"정체성 단백"
"명절 연휴에 제사를 안 지내고 해외여행을 가는 것은 비난받을 일이 아니다.",50대,여성,1.0300,9.3500,19.4600,54.4300,15.7400,"정체성 단백"
"명절 연휴에 제사를 안 지내고 해외여행을 가는 것은 비난받을 일이 아니다.",60대,여성,5.7700,16.6900,28.3900,44.1500,5.0000,"정체성 단백"
"명절 연휴에 제사를 안 지내고 해외여행을 가는 것은 비난받을 일이 아니다.",70대 이상,여성,7.3000,29.0800,21.4300,37.0200,5.1700,"정체성 단백"
"요즘 우리 사회는 말 한마디에도 너무 민감하게 반응하는 경향이 있다.",20대,남성,0.8300,7.0400,20.3000,38.0400,33.7900,"우열 수용체"
"요즘 우리 사회는 말 한마디에도 너무 민감하게 반응하는 경향이 있다.",30대,남성,2.5800,2.1300,19.2700,48.4100,27.6100,"우열 수용체"
"요즘 우리 사회는 말 한마디에도 너무 민감하게 반응하는 경향이 있다.",40대,남성,0.3600,5.1900,25.1800,50.4400,18.8400,"우열 수용체"
"요즘 우리 사회는 말 한마디에도 너무 민감하게 반응하는 경향이 있다.",50대,남성,1.0100,3.3500,24.1100,52.2700,19.2700,"우열 수용체"
"요즘 우리 사회는 말 한마디에도 너무 민감하게 반응하는 경향이 있다.",60대,남성,1.6600,3.9900,10.4400,54.6800,29.2300,"우열 수용체"
"요즘 우리 사회는 말 한마디에도 너무 민감하게 반응하는 경향이 있다.",70대 이상,남성,1.1600,3.8600,12.3600,59.0900,23.5200,"우열 수용체"
"요즘 우리 사회는 말 한마디에도 너무 민감하게 반응하는 경향이 있다.",20대,여성,2.2500,4.0300,21.0000,43.9500,28.7700,"우열 수용체"
"요즘 우리 사회는 말 한마디에도 너무 민감하게 반응하는 경향이 있다.",30대,여성,2.2600,4.4700,16.8000,47.4600,29.0000,"우열 수용체"
"요즘 우리 사회는 말 한마디에도 너무 민감하게 반응하는 경향이 있다.",40대,여성,1.1600,2.3300,21.3300,53.6100,21.5800,"우열 수용체"
"요즘 우리 사회는 말 한마디에도 너무 민감하게 반응하는 경향이 있다.",50대,여성,0.6800,5.6600,16.7100,58.1800,18.7600,"우열 수용체"
"요즘 우리 사회는 말 한마디에도 너무 민감하게 반응하는 경향이 있다.",60대,여성,0.5300,3.4100,10.7700,57.6200,27.6600,"우열 수용체"
"요즘 우리 사회는 말 한마디에도 너무 민감하게 반응하는 경향이 있다.",70대 이상,여성,0.0000,6.5200,11.9400,60.3100,21.2300,"우열 수용체"
"부유해지는 것은 삶의 가장 중요한 목표다.",20대,남성,4.1500,16.9600,23.1400,42.5600,13.1900,"우열 수용체"
"부유해지는 것은 삶의 가장 중요한 목표다.",30대,남성,2.1400,10.6600,31.0300,41.7500,14.4300,"우열 수용체"
"부유해지는 것은 삶의 가장 중요한 목표다.",40대,남성,1.8600,12.6800,32.9000,40.0000,12.5500,"우열 수용체"
"부유해지는 것은 삶의 가장 중요한 목표다.",50대,남성,2.3600,15.4300,31.4300,42.1200,8.6700,"우열 수용체"
"부유해지는 것은 삶의 가장 중요한 목표다.",60대,남성,5.3900,24.3500,24.6200,34.4800,11.1600,"우열 수용체"
"부유해지는 것은 삶의 가장 중요한 목표다.",70대 이상,남성,6.3000,20.3100,22.5600,40.5800,10.2500,"우열 수용체"
"부유해지는 것은 삶의 가장 중요한 목표다.",20대,여성,4.0500,20.6500,28.7000,38.5800,8.0200,"우열 수용체"
"부유해지는 것은 삶의 가장 중요한 목표다.",30대,여성,2.7000,14.3600,29.0700,42.1300,11.7300,"우열 수용체"
"부유해지는 것은 삶의 가장 중요한 목표다.",40대,여성,4.6700,18.9600,33.5200,35.5100,7.3300,"우열 수용체"
"부유해지는 것은 삶의 가장 중요한 목표다.",50대,여성,4.0900,18.8000,35.8200,32.9000,8.3900,"우열 수용체"
"부유해지는 것은 삶의 가장 중요한 목표다.",60대,여성,3.6800,31.7800,29.4400,27.4300,7.6600,"우열 수용체"
"부유해지는 것은 삶의 가장 중요한 목표다.",70대 이상,여성,4.1100,21.2200,27.6800,37.6600,9.3300,"우열 수용체"
"나는 사회가 완전히 무너져야 한다고 생각한다.",20대,남성,43.0100,23.5000,21.5400,7.8500,4.0900,"구조 백혈구"
